"FileID","Names","Group","January_Quantity","January_Value","February_Quantity","February_Value","March_Quantity","March_Value","April_Quantity","April_Value","May_Quantity","May_Value","June_Quantity","June_Value","July_Quantity","July_Value","August_Quantity","August_Value","September_Quantity","September_Value","October_Quantity","October_Value","November_Quantity","November_Value","December_Quantity","December_Value","X12_months_Quantity","X12_months_Value","Year"
"1","ASEAN","Animal fodder and materials",0,25372.51,0,28048.74,0,37855.35,0,33724.22,0,32235.93,0,36565.82,0,29235.64,0,29044.01,0,26928.94,0,28275.41,0,27456.38,0,32194.9,0,366938.09,"2022"
"1","ASEAN","Glass and glassware",0,14909.39,0,9509.62,0,18193.06,0,14154.76,0,19325.6,0,18377.72,0,16966.92,0,16702.4,0,18085.84,0,23852.61,0,17924.42,0,15440.64,0,203443.13,"2022"
"1","ASEAN","Coal",258343,29997.66,425771,36958.06,951894,132159.86,1350917,303159.12,1263483,231787.88,1409430,264020.36,576348,80629.24,1068656,120118.82,890356,90320.5,497352,56558.41,674475,91914.8,1148990,159480.24,10516015,1597105.01,"2022"
"1","ASEAN","Iron, Steel",36757,88191.89,43104,106177.29,72942,122272.51,44369,93282.45,91513,174663.46,48285,118591.13,48910,119890.87,44151,102277.22,48921,83860.49,76289,109781.6,37646,71865.54,59962,124032.15,652849,1314886.81,"2022"
"1","ASEAN","Articles of iron and steel",0,19320.71,0,17760.18,0,27491.43,0,23059.94,0,21037.26,0,26432.37,0,21272.85,0,25605.16,0,21544.69,0,22917.96,0,20087.32,0,19992.94,0,266523.06,"2022"
"1","ASEAN","Other base metal products",0,5526.62,0,8148.31,0,8660.14,0,9520.9,0,10032.07,0,9636.86,0,9272.71,0,9223.58,0,9265.9,0,10025.82,0,8528.21,0,7469.98,0,105311.28,"2022"
"1","ASEAN","Paper products",0,7503.84,0,7670.72,0,6632.66,0,7959.6,0,5807.13,0,9452.52,0,8473.47,0,7586.96,0,7918.78,0,9757.63,0,9125.66,0,11958.56,0,99847.69,"2022"
"1","ASEAN","Articles of plastics",0,43079.17,0,40632.14,0,43842.79,0,42850.95,0,44761.14,0,44480.98,0,43212.47,0,40733.34,0,38892.91,0,38671.51,0,39745.99,0,39139.5,0,500043.12,"2022"
"1","ASEAN","Articles of rubber",0,13043.93,0,13517.86,0,16945.44,0,12473.25,0,15632.57,0,13989.75,0,13201.97,0,13463.25,0,13722.18,0,11391.03,0,11958.66,0,13837.2,0,163177.34,"2022"
"1","ASEAN","Other petroleum products",0,47682.44,0,49972.82,0,64557.39,0,43789.13,0,56938.1,0,57160.37,0,57773.6,0,54796.62,0,42212.15,0,43368.65,0,51624.94,0,111242.16,0,681118.58,"2022"
"1","ASEAN","Chemical products",0,87168.73,0,78770.78,0,109024.04,0,98254.3,0,103946.08,0,103201.53,0,114344.99,0,95974.77,0,84786.37,0,89399.74,0,84848.33,0,82060.99,0,1131780.91,"2022"
"1","ASEAN","Dairy products",0,11341.94,0,13735.68,0,15993.28,0,14550.7,0,13515.28,0,15056.87,0,13214.9,0,13250.95,0,13587.47,0,13909.36,0,12095.6,0,12054.89,0,162307.08,"2022"
"1","ASEAN","Ores and other minerals",256293,13467.21,284025,13650.02,376884,18429.99,336072,16961.63,336607,12838.32,323585,12678.3,306214,12864.57,217123,10443.7,227357,10162.71,198804,9449.03,240036,8431.1,188768,7796.83,3291768,147173.6,"2022"
"1","ASEAN","Waste iron and steel",19925,10767.99,26867,14075.05,41695,18656.1,51226,29842.78,66902,39015.89,26353,15165.94,4470,1894.6,23697,11576.05,32001,12649.03,32121,13301.99,32671,14158.32,22031,8403.01,379959,189506.83,"2022"
"1","ASEAN","Other means of transort and equipments",0,32.47,0,58.75,0,79.68,0,55.09,0,90.85,0,559.63,0,484.76,0,353.89,0,228.75,0,43.39,0,105.16,0,373.88,0,2466.37,"2022"
"1","ASEAN","Fertilizers",14432,8830.15,16291,10919.98,35931,20528.63,51026,31675.01,15909,10403.36,15442,10425.87,8611,5492.04,22180,14390.19,25948,16109,27437,15628.48,10685,5093.98,16547,8496.87,260439,157993.72,"2022"
"1","ASEAN","Auxiliary materials for cigarettes",0,1782.32,0,609.67,0,8473.04,0,20218.1,0,10263.94,0,20675.83,0,8438.26,0,10710.41,0,1968.6,0,4375.14,0,10724.3,0,23001.98,0,121241.77,"2022"
"1","ASEAN","Auxiliary materials for textile, garment, leather, footwear",0,29542.35,0,40787.47,0,37257.4,0,37354.03,0,39834.8,0,39246.62,0,41392.27,0,35657.53,0,34452.37,0,35249.25,0,27995.71,0,30233.75,0,429003.72,"2022"
"1","ASEAN","Auxiliary materials for medicaments",0,81.74,0,226.56,0,234.89,0,261.57,0,316.47,0,442.48,0,261.68,0,284.76,0,360.26,0,629.43,0,333.09,0,191.57,0,3624.56,"2022"
"1","ASEAN","Maize",479,1128.79,382,1307.9,6873,3597.41,6428,4151.31,3437,4134.3,410,1496.95,158,384.47,3239,3345.23,12871,9027.09,29676,11767.45,9815,3680.41,8986,3554.02,82754,47575.39,"2022"
"1","ASEAN","Computers, electronical products and parts",0,526613,0,443176,0,543887.57,0,517858.54,0,531946.31,0,561894,0,556565.36,0,602004.18,0,563448.21,0,612900.34,0,503209.39,0,539881.11,0,6503384.29,"2022"
"1","ASEAN","Other Machinery, instrument, accessory",0,211597.03,0,235835.28,0,279864.63,0,241780.92,0,239265.83,0,231863.19,0,276749.2,0,261966.69,0,242478.54,0,225524.24,0,207118.96,0,219116.45,0,2873161.24,"2022"
"1","ASEAN","Cameras and their parts",0,2448.3,0,1364.2,0,1581.13,0,1065.69,0,2324.97,0,2054.4,0,3663.11,0,3717.34,0,3732.44,0,2764.18,0,2625.56,0,3643.74,0,30985.11,"2022"
"1","ASEAN","Parts and accessories for motor",0,80183.18,0,89609.38,0,107950.61,0,102494.83,0,95266.63,0,100081.84,0,103986.07,0,118513.26,0,115333.1,0,134000.55,0,137424.67,0,149609.31,0,1334453.61,"2022"
"1","ASEAN","Other base metals",28435,147906.96,27596,148989.79,32166,188568.39,32253,172088.07,30404,187613.73,29761,163567.77,26981,139312.02,33871,163869.82,26554,116324.15,30379,130907.59,27628,123797.46,31665,155316,357693,1838262.05,"2022"
"1","ASEAN","Liquefied Petroleum Gas",16176,13150.93,12851,10720,20067,20305.88,20706,21610.15,3101,2858.93,11306,9822.48,7968,6207.12,9677,6817.35,10196,7116.41,13147,8296.92,25226,16165.36,12319,8989.75,162740,132061.42,"2022"
"1","ASEAN","Chemicals",0,149428.29,0,151992.84,0,190291.08,0,185083.22,0,166374.59,0,162603.03,0,122003.74,0,140973.08,0,112158.04,0,115951.6,0,102521.08,0,103882.26,0,1703263.05,"2022"
"1","ASEAN","Cashew nut",5280,8349.1,39115,66966.24,289237,445577.72,222843,327020.25,68822,98795.94,36476,57406.83,27664,46789.59,10354,17371.49,11881,19153.22,10214,15170.16,11293,15615.84,5766,7566.62,738945,1125783.08,"2022"
"1","ASEAN","Fishery products",0,22470.2,0,20633.42,0,27636.19,0,26937.13,0,34913.86,0,42779.76,0,37060.12,0,45544.35,0,27140.01,0,42711.27,0,35385.23,0,33679.21,0,396891.01,"2022"
"1","ASEAN","Fresh and pocessed vegetables and fruit",0,17863.85,0,19513.19,0,24233.48,0,18030.65,0,20014.69,0,22802.16,0,20275.36,0,16800.36,0,12800.95,0,17096.31,0,16452.2,0,20222.79,0,226106.23,"2022"
"1","ASEAN","Domestic electrical appliances and parts",0,95971.28,0,107567.27,0,148651.59,0,135718.11,0,119457.04,0,105820.74,0,82851.18,0,76578.18,0,73723.95,0,83930.42,0,77267.86,0,73808.98,0,1181346.74,"2022"
"1","ASEAN","Paper",47757,44663.2,56382,54180.57,57043,54837.48,50296,49770.5,52866,52775.39,62421,62805.1,46880,46222.47,55367,51365.95,41226,43024.95,37309,39735.1,44654,44321.52,46190,45797.43,598391,589499.9,"2022"
"1","ASEAN","Wood and wooden products",0,33654.06,0,23350.33,0,33376.65,0,37999.91,0,35313.82,0,26939.24,0,29441.87,0,24409.03,0,26320.68,0,32114.22,0,34250.83,0,28400.49,0,365571.41,"2022"
"1","ASEAN","Pharmaceutical products",0,11336.53,0,12003.25,0,9518.96,0,12263.1,0,9509.42,0,13278.71,0,12213.13,0,13914.2,0,12183.91,0,16865.14,0,20585.43,0,39147.66,0,182819.69,"2022"
"1","ASEAN","Vegetable oil and fat",0,123761,0,56021.01,0,104228.88,0,136249.02,0,77405.81,0,157837.91,0,137742.8,0,158734.15,0,151972.16,0,138289.3,0,135604.16,0,133377.1,0,1511223.51,"2022"
"1","ASEAN","Crude oil",0,0,0,0,39000,37814.21,0,0,78819,77963.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117819,115777.69,"2022"
"1","ASEAN","Electrical wire and cable",0,21275.62,0,17688.26,0,18547.29,0,16336.29,0,18168.94,0,18941.77,0,19312.33,0,24660.38,0,21156.67,0,22342.65,0,24567.72,0,26416.48,0,249414.67,"2022"
"1","ASEAN","Other preparations for foodstuff",0,32097.1,0,40651.77,0,34827.75,0,40430.23,0,49276.71,0,44358.32,0,53370.98,0,53295.97,0,46094.35,0,48736.32,0,35589.02,0,37017.36,0,515746.13,"2022"
"1","ASEAN","Plastic materials",96559,155650.8,117064,189979.45,114451,193486.2,93918,161250.46,99389,176378.67,105424,185329.78,101947,170052.56,93876,151362.59,97688,143951.93,104931,148936.32,86327,129379.75,82720,117743.18,1194294,1923501.97,"2022"
"1","ASEAN","Aromatic substance, cosmetic and cleaning preparations",0,47076.96,0,38296.62,0,50353.31,0,42212.9,0,54583.35,0,49244.87,0,49437.34,0,58168.52,0,62104.89,0,57311.25,0,53056.23,0,51026.34,0,612872.84,"2022"
"1","ASEAN","Rubber",226133,262871.31,154026,189988.79,106254,144929.07,98787,128306.81,129648,156748.38,138497,171390.74,131283,163343.09,145250,173374.15,121339,133981.47,124292,143504.72,173629,151606.37,172701,172457.4,1721839,1992502.52,"2022"
"1","ASEAN","Cotton",945,1252.59,1120,1547.19,278,399.3,251,299.26,115,169.56,114,150.62,317,628.26,586,1094,262,498.78,423,711.77,361,654.31,535,882.87,5307,8288.57,"2022"
"1","ASEAN","Sweets, cookies and cereal preparations",0,22765.63,0,20287.03,0,20310.48,0,19692.41,0,18635.41,0,22246.23,0,22181.75,0,26157.62,0,26476.52,0,35451.32,0,36174.07,0,33926.93,0,304305.63,"2022"
"1","ASEAN","Soybeans",2540,1750,1033,808.4,505,410,150,120,1410,1128,510,408,100,83.6,40,34,0,0,5825,4713.88,10040,8121.83,564,455.64,22717,18033.36,"2022"
"1","ASEAN","Precious stones, precious metals and their products",0,2927.99,0,4962.87,0,6325.79,0,3855.85,0,5393.74,0,3977.01,0,2822.34,0,2791.49,0,3855.58,0,4461.39,0,2113.76,0,1789.29,0,45277.15,"2022"
"1","ASEAN","Motor vehicles, assembled",3069,61610.58,7301,129102.86,8614,155585.17,8784,151873.65,9854,174353.44,10089,165916.91,12196,197609.42,16310,269294.84,16416,267454.16,12054,212899.66,20401,356652.67,19615,340943.21,144703,2483296.66,"2022"
"1","United States",NA,0,1057628.75,0,1107065.4,0,1273024.41,0,1163462.13,0,1506984.58,0,1438226.62,0,1144170.35,0,1230287.43,0,1227441.96,0,1176792.87,0,1139234.56,0,1006241.98,0,14470561.08,"2022"
"1","United States","Textile fibrics",0,2795.94,0,2233.39,0,2660.1,0,3647.96,0,4362.64,0,3312.2,0,3890.98,0,4248.93,0,4498.86,0,3045.46,0,2607.39,0,3358.69,0,40662.59,"2022"
"1","United States","Insecticides and materials",0,1076.54,0,1327.92,0,623.81,0,1001.89,0,953.81,0,843.83,0,1180.63,0,1249,0,622.02,0,1101.68,0,494.31,0,1206.95,0,11682.44,"2022"
"1","United States","Animal fodder and materials",0,44075.33,0,40164.92,0,62158.05,0,35782.67,0,95827.95,0,45181.28,0,64069.99,0,64130.97,0,53870.39,0,75535.85,0,63055.88,0,129022.36,0,772875.68,"2022"
"1","United States","Glass and glassware",0,4404.86,0,3604.94,0,5077.06,0,4811.69,0,4833.39,0,2920.98,0,4316.43,0,3580.95,0,3154.8,0,2655.93,0,3390.1,0,4112.02,0,46863.2,"2022"
"1","United States","Iron, Steel",241,633.82,170,673.79,362,735.41,209,524.7,237,1228.85,458,1315.47,608,2266.57,727,2888.95,944,2564.94,781,2688.05,193,1528.64,523,2140.81,5453,19190.05,"2022"
"1","United States","Articles of iron and steel",0,6235.57,0,5255.19,0,5254.37,0,7740.87,0,5979.97,0,5469.15,0,5779.11,0,6153.76,0,6094.5,0,6502.51,0,5588.17,0,8282.83,0,74336.07,"2022"
"1","United States","Other base metal products",0,2185.12,0,3170.06,0,2613.2,0,2495.35,0,2639.58,0,2542.9,0,2405.95,0,2921.42,0,2113.44,0,2577.41,0,2400.54,0,2679.29,0,30744.32,"2022"
"1","United States","Paper products",0,1330.54,0,1986.3,0,2077.33,0,2033.17,0,1106.07,0,1099.29,0,1342.22,0,452.43,0,677.18,0,740.63,0,855.45,0,557.75,0,14258.43,"2022"
"1","United States","Articles of plastics",0,12892.23,0,11998.24,0,13704.73,0,15535.69,0,19071.17,0,15671.43,0,15252.06,0,16694.26,0,13895.28,0,12738.76,0,12755.87,0,13885.42,0,174095.19,"2022"
"1","United States","Articles of rubber",0,1648.79,0,1591.71,0,1598.39,0,2052.78,0,1726.53,0,2317.36,0,2121.42,0,2061.27,0,2048.62,0,1780.43,0,2091.33,0,1372.37,0,22411.06,"2022"
"1","United States","Other petroleum products",0,1643.63,0,2069.12,0,1359.86,0,1109.3,0,1300.28,0,1501.73,0,1545.55,0,1504.99,0,1294.31,0,1230.21,0,1056.76,0,1221.15,0,16836.93,"2022"
"1","United States","Chemical products",0,32319.66,0,29649.39,0,38309.18,0,36706.2,0,34061.2,0,37894.02,0,36243.86,0,42698.75,0,35783.75,0,40958.69,0,37198.77,0,34304.2,0,436127.72,"2022"
"1","United States","Dairy products",0,23573.24,0,13147.45,0,17848.28,0,26287.76,0,18070.99,0,31333.76,0,15941.24,0,19189.43,0,12075.71,0,8293.92,0,16582.72,0,17568.59,0,219913.15,"2022"
"1","United States","Ores and other minerals",1481,2223.26,7462,4349.3,2986,5938.64,1082,1677.87,1539,2356.18,938,1319.34,1400,1484.14,2128,3176.91,2215,2887.89,2833,2178.04,2450,3258.34,1637,1609.91,28151,32459.85,"2022"
"1","United States","Waste iron and steel",45994,24850.81,76520,28650.54,58603,29821.07,84042,46410.03,144847,81077.95,172684,101291.75,35902,18865.04,69880,32446.97,67120,14112.26,22297,8105.62,83294,33722.79,30247,11134.76,891430,430489.65,"2022"
"1","United States","Other means of transort and equipments",0,48154.53,0,41701.97,0,18259,0,13446.55,0,39627.09,0,90205.24,0,38120.3,0,56529.55,0,44652.53,0,42596,0,40995.06,0,19728.94,0,494016.81,"2022"
"1","United States","Fertilizers",635,756.78,268,642.16,610,733.41,176,268.83,541,1193.91,730,910.66,547,829.25,664,743.01,487,624.87,358,554.21,572,538.38,386,691.28,5974,8486.79,"2022"
"1","United States","Auxiliary materials for cigarettes",0,113.05,0,227.42,0,204.5,0,6179.25,0,4642.95,0,3224.44,0,5286.85,0,2745.7,0,3958.68,0,10903.08,0,1550.37,0,6135.82,0,45172.16,"2022"
"1","United States","Auxiliary materials for textile, garment, leather, footwear",0,31706.03,0,33712.99,0,39454.55,0,36816.63,0,39439.38,0,40214.31,0,35934.36,0,37640.2,0,36506.99,0,30882.12,0,35748.49,0,26092.02,0,424148.13,"2022"
"1","United States","Computers, electronical products and parts",0,257708.53,0,377696.32,0,357582.56,0,286736.11,0,383919.74,0,350789.71,0,196455.62,0,257684.93,0,239233.55,0,266042.22,0,220358.11,0,188850.29,0,3383057.73,"2022"
"1","United States","Other Machinery, instrument, accessory",0,79830.63,0,65509.07,0,75968.73,0,70971.35,0,88840.26,0,70441.22,0,77092.01,0,83869.12,0,71684.54,0,95750.28,0,86099.26,0,102044.73,0,968101.25,"2022"
"1","United States","Cameras and their parts",0,201.14,0,888.13,0,1058.33,0,5224.14,0,2882.81,0,4311.13,0,192.36,0,1254.27,0,447.07,0,7945.16,0,2937.09,0,785.56,0,28127.23,"2022"
"1","United States","Wheat",2869,1030.88,72972,33173.6,1728,652.97,26822,12099.55,1892,781,390,182.83,20430,10135.11,2143,943.25,69820,35813.02,65949,28266.92,6187,2636,5726,2471.55,276928,128186.71,"2022"
"1","United States","Parts and accessories for motor",0,3901.99,0,2392.46,0,2669.03,0,2666.37,0,4850.97,0,2915.53,0,6081.23,0,4059.62,0,3909.91,0,3361.43,0,6138.94,0,6910.31,0,49857.84,"2022"
"1","United States","Other base metals",221,2003.76,369,2252.63,459,2868.33,590,4698.5,709,7392.21,299,3707.98,379,4231.45,496,4652.55,398,3505.64,130,2363.74,257,2270.2,557,1620.4,4864,41567.44,"2022"
"1","United States","Chemicals",0,39718.62,0,24369.98,0,43300.27,0,81343.69,0,47249.94,0,76892.27,0,77537.61,0,47029.9,0,43965.37,0,77470.83,0,64620.26,0,54814,0,678312.79,"2022"
